model,year,transmission,mileage,fuelType,tax,mpg,engineSize,make,price
Golf,2018,Semi-Auto,12977,Diesel,145.0,56.5,2.0,vw,19998
1 Series,2016,Manual,14354,Diesel,0.0,78.5,1.5,bmw,12895
Yaris,2015,Automatic,32265,Hybrid,0.0,78.0,1.5,toyota,11990
Mondeo,2019,Manual,50,Diesel,150.0,65.7,2.0,ford,20000
B-MAX,2016,Semi-Auto,34924,Petrol,160.0,44.1,1.6,ford,7991
X3,2017,Automatic,35428,Diesel,145.0,54.3,2.0,bmw,21800
C Class,2019,Semi-Auto,5000,Petrol,,,1.5,mercedes,24849
Focus,2016,Manual,12482,Petrol,20.0,61.4,1.0,ford,8995
C Class,2017,Manual,27832,Diesel,145.0,72.4,1.6,mercedes,15280
GTC,2015,Manual,55891,Diesel,125.0,60.1,2.0,vauxhall,7980
A4,2019,Automatic,4396,Diesel,150.0,44.8,2.0,audi,26000
Focus,2017,Manual,13219,Diesel,0.0,74.3,1.5,ford,10200
E Class,2019,Automatic,2459,Diesel,145.0,48.7,3.0,mercedes,36247
Golf SV,2018,Semi-Auto,2500,Petrol,145.0,55.4,1.5,vw,18900
Focus,2019,Manual,7462,Petrol,145.0,58.9,1.0,ford,15799
Mokka,2016,Manual,42438,Diesel,20.0,68.9,1.6,vauxhall,8995
E Class,2017,Semi-Auto,20575,Petrol,145.0,40.4,2.0,mercedes,26027
Grand Tourneo Connect,2017,Manual,27252,Diesel,30.0,64.2,1.5,ford,14200
Fiesta,2017,Manual,21103,Petrol,125.0,54.3,1.2,ford,7510
Corsa,2018,Manual,7497,Petrol,145.0,54.3,1.4,vauxhall,10495
Zafira,2017,Manual,26456,Petrol,205.0,42.2,1.4,vauxhall,10700
Fiesta,2017,Manual,19493,Petrol,145.0,54.3,1.2,ford,7992
IX20,2017,Manual,30458,Petrol,150.0,50.4,1.4,hyundai,8690
A4,2016,Manual,42166,Diesel,20.0,72.4,2.0,audi,12700
C Class,2019,Semi-Auto,14316,Petrol,,,1.5,mercedes,20299
1 Series,2016,Manual,22780,Diesel,0.0,83.1,1.5,bmw,11545
Aygo,2019,Manual,150,Petrol,145.0,56.5,1.0,toyota,9260
CL Class,2015,Semi-Auto,14360,Diesel,20.0,62.8,2.1,mercedes,17863
Corsa,2014,Manual,30836,Petrol,125.0,51.4,1.2,vauxhall,6334
T-Roc,2018,Manual,22113,Petrol,145.0,55.4,1.0,vw,17490
C Class,2014,Automatic,34772,Diesel,,,2.1,mercedes,17250
EcoSport,2018,Manual,16085,Petrol,145.0,54.3,1.0,ford,13499
Hilux,2019,Automatic,7123,Diesel,260.0,2.8,2.4,toyota,26500
Mokka,2015,Automatic,34076,Petrol,200.0,40.4,1.4,vauxhall,8999
Octavia,2019,Manual,3000,Diesel,145.0,55.4,2.0,skoda,15995
Golf,2016,Semi-Auto,38576,Diesel,30.0,62.8,2.0,vw,16494
Astra,2018,Manual,19506,Petrol,150.0,49.6,1.4,vauxhall,10998
GLA Class,2019,Automatic,7194,Petrol,145.0,37.7,2.0,mercedes,35890
1 Series,2015,Manual,59828,Diesel,20.0,72.4,1.5,bmw,8999
Focus,2017,Manual,26029,Diesel,,,1.5,ford,10498
X4,2020,Automatic,5000,Diesel,145.0,40.9,3.0,bmw,44495
Mokka X,2018,Manual,18969,Petrol,145.0,47.1,1.4,vauxhall,11615
Astra,2015,Manual,36177,Diesel,125.0,60.1,2.0,vauxhall,7100
1 Series,2015,Automatic,39687,Petrol,235.0,37.7,3.0,bmw,16900
Q3,2017,Semi-Auto,28988,Petrol,150.0,47.9,1.4,audi,21995
CLS Class,2013,Automatic,56030,Diesel,145.0,55.0,2.1,mercedes,12295
Fiesta,2017,Manual,25787,Petrol,145.0,47.9,1.6,ford,11500
Aygo,2017,Semi-Auto,19526,Petrol,150.0,67.0,1.0,toyota,7990
C Class,2017,Automatic,33569,Petrol,,,2.0,mercedes,15699
Tucson,2019,Manual,4270,Petrol,145.0,34.9,1.6,hyundai,16195
Q2,2019,Semi-Auto,2468,Diesel,145.0,46.3,1.6,audi,21950
Mokka,2015,Automatic,34376,Diesel,145.0,53.3,1.7,vauxhall,8481
I30,2017,Manual,18266,Diesel,145.0,72.4,1.6,hyundai,8985
Yaris,2016,Automatic,18432,Hybrid,0.0,86.0,1.5,toyota,12675
Kuga,2017,Manual,27246,Diesel,145.0,54.3,2.0,ford,16999
Octavia,2017,Manual,21800,Petrol,150.0,57.7,1.5,skoda,11750
5 Series,2016,Semi-Auto,29286,Petrol,235.0,37.7,3.0,bmw,22875
Mokka,2015,Manual,80522,Petrol,200.0,43.5,1.6,vauxhall,6495
RAV4,2017,Manual,36000,Diesel,125.0,60.1,2.0,toyota,17995
Prius,2019,Automatic,4605,Hybrid,140.0,61.4,1.8,toyota,23490
Golf,2014,Manual,67000,Diesel,20.0,67.3,2.0,vw,11595
Kuga,2014,Manual,41711,Diesel,145.0,53.3,2.0,ford,11198
Kuga,2017,Automatic,9946,Diesel,150.0,54.3,2.0,ford,17000
Kamiq,2019,Automatic,2074,Petrol,145.0,43.5,1.5,skoda,21999
Focus,2019,Automatic,3024,Diesel,,,2.0,ford,22150
Up,2019,Manual,99,Petrol,145.0,51.4,1.0,vw,11320
Fiesta,2017,Manual,19393,Petrol,0.0,65.7,1.0,ford,10100
C Class,2018,Semi-Auto,3900,Diesel,,,2.1,mercedes,22498
Karoq,2018,Manual,13000,Petrol,145.0,52.3,1.5,skoda,19995
Shuttle,2019,Automatic,12123,Diesel,145.0,32.8,2.0,vw,26888
Focus,2017,Manual,27403,Diesel,,,2.0,ford,16271
Prius,2016,Automatic,31055,Hybrid,0.0,94.1,1.8,toyota,16890
3 Series,2016,Semi-Auto,33475,Diesel,30.0,64.2,2.0,bmw,17980
C Class,2019,Automatic,14923,Diesel,,,2.0,mercedes,24626
Fabia,2018,Manual,9775,Petrol,150.0,57.7,1.0,skoda,7000
Scala,2019,Manual,7156,Petrol,150.0,49.6,1.0,skoda,13999
1 Series,2018,Manual,19154,Diesel,150.0,49.6,2.0,bmw,16998
I40,2016,Manual,67654,Diesel,30.0,65.7,1.7,hyundai,8599
2 Series,2020,Automatic,1968,Petrol,145.0,50.4,2.0,bmw,23985
5 Series,2019,Automatic,1647,Diesel,145.0,60.1,2.0,bmw,28850
Corsa,2019,Manual,4946,Petrol,150.0,44.8,1.4,vauxhall,10295
Tiguan,2019,Automatic,6234,Diesel,145.0,40.4,2.0,vw,28990
X-CLASS,2018,Automatic,9500,Diesel,260.0,31.4,3.0,mercedes,36790
Fiesta,2019,Manual,8619,Petrol,145.0,56.5,1.0,ford,12347
Focus,2017,Manual,38697,Petrol,,,1.0,ford,10399
Kuga,2019,Manual,880,Diesel,150.0,38.2,2.0,ford,17990
T-Roc,2018,Semi-Auto,14727,Petrol,145.0,41.5,2.0,vw,23491
3 Series,2017,Automatic,24000,Diesel,145.0,51.4,3.0,bmw,21990
3 Series,2016,Automatic,28702,Hybrid,0.0,134.5,2.0,bmw,17850
5 Series,2016,Automatic,64470,Diesel,30.0,62.8,2.0,bmw,12795
Tucson,2016,Semi-Auto,29143,Diesel,125.0,57.6,1.7,hyundai,14499
Insignia,2016,Manual,31979,Petrol,125.0,50.4,1.4,vauxhall,8899
Crossland X,2019,Manual,13199,Petrol,145.0,47.1,1.2,vauxhall,10699
Corsa,2015,Manual,35816,Petrol,30.0,57.6,1.0,vauxhall,7000
A3,2019,Semi-Auto,8877,Petrol,150.0,42.2,1.5,audi,24490
Golf,2019,Manual,4528,Petrol,145.0,47.1,1.5,vw,17495
Golf,2019,Automatic,11467,Petrol,150.0,32.8,2.0,vw,29499
Golf,2014,Manual,72000,Diesel,20.0,67.3,2.0,vw,10490
EcoSport,2018,Semi-Auto,32000,Petrol,150.0,48.7,1.0,ford,13495
C Class,2019,Semi-Auto,2000,Petrol,145.0,45.6,1.5,mercedes,26899
Tourneo Custom,2019,Manual,3710,Diesel,150.0,35.3,2.0,ford,19999
Focus,2019,Manual,5002,Petrol,,,1.0,ford,17300
5 Series,2016,Automatic,74322,Diesel,30.0,62.8,2.0,bmw,14079
Fiesta,2018,Manual,25940,Petrol,150.0,56.5,1.0,ford,9627
Focus,2017,Manual,14457,Diesel,145.0,67.3,2.0,ford,18490
I20,2019,Manual,3111,Petrol,145.0,47.9,1.0,hyundai,12480
GLC Class,2017,Semi-Auto,39647,Diesel,125.0,56.5,2.1,mercedes,23998
4 Series,2019,Semi-Auto,590,Diesel,145.0,47.9,3.0,bmw,37990
Q3,2019,Automatic,9750,Petrol,145.0,30.7,2.0,audi,37490
Yaris,2017,Manual,9851,Petrol,30.0,55.0,1.3,toyota,10790
Golf,2016,Manual,20902,Petrol,30.0,53.3,1.4,vw,13991
Golf,2019,Manual,100,Petrol,150.0,44.8,1.5,vw,18500
Mokka,2014,Manual,62833,Petrol,145.0,47.1,1.4,vauxhall,6998
A Class,2020,Semi-Auto,9,Diesel,145.0,56.5,2.0,mercedes,26980
GLS Class,2017,Automatic,21200,Diesel,145.0,37.2,3.0,mercedes,42489
Focus,2016,Automatic,58644,Diesel,,,2.0,ford,13240
Yaris,2019,Automatic,2250,Petrol,145.0,47.9,1.5,toyota,13489
Aygo,2017,Manual,30920,Petrol,145.0,68.9,1.0,toyota,7498
Edge,2019,Semi-Auto,16192,Diesel,145.0,37.2,2.0,ford,29999
Q3,2015,Semi-Auto,40256,Diesel,160.0,50.4,2.0,audi,17498
Focus,2018,Manual,14008,Petrol,,,1.5,ford,17500
Kuga,2017,Manual,9969,Diesel,145.0,54.3,1.5,ford,17495
Yeti,2014,Semi-Auto,38000,Petrol,160.0,44.8,1.2,skoda,9000
CLS Class,2016,Semi-Auto,35825,Diesel,125.0,57.7,2.1,mercedes,19749
1 Series,2018,Manual,4971,Petrol,150.0,52.3,1.5,bmw,17500
A3,2016,Manual,24102,Petrol,30.0,60.1,1.4,audi,16400
C Class,2015,Manual,42785,Diesel,,,2.1,mercedes,14999
C Class,2017,Automatic,58687,Diesel,,,2.1,mercedes,16442
7 Series,2019,Semi-Auto,19870,Petrol,150.0,33.6,3.0,bmw,42950
Focus,2017,Manual,24277,Diesel,20.0,67.3,2.0,ford,14900
C Class,2019,Semi-Auto,20001,Diesel,,,2.0,mercedes,28099
C Class,2017,Automatic,19878,Diesel,,,2.1,mercedes,21489
Focus,2017,Manual,20554,Diesel,0.0,74.3,1.5,ford,12498
Polo,2020,Manual,1001,Petrol,145.0,47.9,1.0,vw,15210
Tiguan,2019,Semi-Auto,20,Diesel,150.0,35.3,2.0,vw,32990
Fiesta,2018,Manual,13000,Petrol,145.0,55.4,1.0,ford,13699
Insignia,2017,Manual,23000,Petrol,150.0,47.1,1.5,vauxhall,11398
Edge,2017,Manual,11841,Diesel,145.0,48.7,2.0,ford,18991
C Class,2016,Automatic,3000,Petrol,,,2.0,mercedes,19900
Tucson,2017,Manual,62382,Diesel,30.0,61.7,1.7,hyundai,10995
Corsa,2016,Manual,30356,Petrol,30.0,55.4,1.4,vauxhall,7050
4 Series,2015,Automatic,70381,Diesel,145.0,55.4,3.0,bmw,13975
Kuga,2019,Automatic,23796,Diesel,145.0,47.9,2.0,ford,18390
C Class,2020,Semi-Auto,101,Diesel,145.0,48.7,2.0,mercedes,29950
X2,2019,Semi-Auto,4497,Petrol,150.0,34.0,2.0,bmw,36981
Focus,2019,Manual,7359,Diesel,145.0,74.3,1.5,ford,17498
A Class,2016,Manual,43748,Diesel,30.0,62.8,2.1,mercedes,14299
I20,2016,Manual,19578,Petrol,30.0,55.4,1.2,hyundai,8111
Fiesta,2012,Manual,41698,Petrol,125.0,50.4,1.2,ford,5500
Focus,2017,Manual,35500,Diesel,0.0,74.3,1.5,ford,9900
Focus,2017,Manual,23500,Petrol,,,1.0,ford,11000
GLA Class,2017,Semi-Auto,43375,Diesel,145.0,56.5,2.1,mercedes,18480
IX20,2016,Manual,28221,Diesel,30.0,64.2,1.6,hyundai,7900
C Class,2017,Automatic,32664,Petrol,,,2.0,mercedes,20995
Focus,2017,Manual,24741,Petrol,20.0,60.1,1.0,ford,10498
V Class,2019,Automatic,500,Diesel,145.0,36.2,2.0,mercedes,45395
Astra,2017,Manual,41056,Diesel,0.0,83.1,1.6,vauxhall,8995
Kuga,2009,Manual,128046,Diesel,240.0,44.1,2.0,ford,4352
Octavia,2016,Semi-Auto,39692,Diesel,30.0,64.2,2.0,skoda,10960
1 Series,2018,Manual,12102,Petrol,145.0,37.7,1.5,bmw,15224
Focus,2019,Manual,10235,Petrol,,,1.0,ford,15390
Tucson,2019,Manual,11915,Petrol,150.0,34.9,1.6,hyundai,15498
Mokka X,2018,Automatic,33155,Petrol,145.0,37.2,1.4,vauxhall,12800
Viva,2016,Manual,26524,Petrol,20.0,62.8,1.0,vauxhall,6490
Aygo,2017,Semi-Auto,14770,Petrol,0.0,67.3,1.0,toyota,9106
A3,2017,Manual,21637,Diesel,20.0,67.3,2.0,audi,15795
X1,2019,Semi-Auto,3546,Diesel,145.0,60.1,2.0,bmw,28950
T-Cross,2020,Semi-Auto,5000,Petrol,145.0,45.6,1.0,vw,24490
Astra,2018,Semi-Auto,5422,Petrol,150.0,51.4,1.4,vauxhall,13698
Grandland X,2019,Manual,16121,Diesel,150.0,56.5,1.5,vauxhall,18499
3 Series,2019,Semi-Auto,10361,Diesel,145.0,62.8,2.0,bmw,24275
A3,2019,Semi-Auto,2480,Petrol,145.0,34.9,2.0,audi,32990
A1,2015,Manual,52539,Petrol,30.0,55.4,1.4,audi,11250
Q5,2015,Manual,83855,Diesel,160.0,50.4,2.0,audi,13063
Auris,2017,Automatic,8496,Petrol,30.0,55.4,1.2,toyota,13997
Octavia,2019,Manual,7617,Petrol,145.0,36.7,2.0,skoda,19490
A3,2017,Semi-Auto,26931,Petrol,30.0,56.5,1.4,audi,17450
CL Class,2019,Semi-Auto,3034,Petrol,145.0,44.8,1.3,mercedes,26699
Corsa,2016,Manual,23476,Petrol,30.0,54.4,1.4,vauxhall,8199
C Class,2019,Semi-Auto,4238,Petrol,145.0,45.6,1.5,mercedes,24980
Up,2017,Manual,3521,Petrol,145.0,64.2,1.0,vw,8630
Focus,2018,Manual,12302,Petrol,145.0,61.4,1.0,ford,11250
A Class,2019,Automatic,4837,Petrol,145.0,53.3,1.3,mercedes,25991
Golf,2017,Manual,11384,Diesel,145.0,61.4,1.6,vw,13999
C Class,2016,Automatic,90980,Hybrid,,,2.0,mercedes,13295
Golf,2016,Manual,36730,Diesel,20.0,68.9,2.0,vw,13299
A3,2017,Semi-Auto,24994,Petrol,30.0,57.6,1.4,audi,19425
A4,2016,Manual,97440,Diesel,20.0,70.6,2.0,audi,10200
A3,2016,Manual,19795,Petrol,30.0,58.9,1.4,audi,14998
2 Series,2019,Semi-Auto,7836,Petrol,150.0,47.9,2.0,bmw,22985
A5,2015,Semi-Auto,33920,Petrol,205.0,40.9,2.0,audi,17950
1 Series,2019,Semi-Auto,5000,Diesel,145.0,72.4,1.5,bmw,16500
3 Series,2018,Automatic,8721,Petrol,145.0,43.5,2.0,bmw,22999
5 Series,2020,Semi-Auto,1501,Hybrid,145.0,49.6,2.0,bmw,33995
A3,2016,Automatic,26059,Petrol,30.0,57.6,1.4,audi,16800
Tiguan,2017,Semi-Auto,39773,Petrol,145.0,38.2,2.0,vw,21991
Corsa,2017,Manual,11940,Petrol,150.0,54.3,1.4,vauxhall,7499
Fiesta,2014,Manual,60918,Petrol,0.0,65.7,1.0,ford,6790
Grand C-MAX,2018,Manual,21965,Petrol,145.0,54.3,1.0,ford,11795
Fiesta,2014,Manual,40000,Petrol,30.0,54.3,1.2,ford,7999
2 Series,2019,Automatic,13,Hybrid,135.0,113.0,1.5,bmw,26994
Focus,2016,Manual,27708,Petrol,,,1.0,ford,9690
C Class,2019,Semi-Auto,3668,Petrol,145.0,30.4,3.0,mercedes,38699
Aygo,2017,Manual,4414,Other,150.0,68.9,1.0,toyota,9250
1 Series,2019,Automatic,12839,Diesel,145.0,70.6,2.0,bmw,17600
Focus,2018,Manual,18442,Petrol,145.0,57.7,1.0,ford,12650
A7,2019,Semi-Auto,4000,Diesel,145.0,38.7,3.0,audi,40000
Astra,2015,Manual,53000,Petrol,165.0,46.3,1.4,vauxhall,6990
Focus,2017,Manual,38688,Diesel,150.0,67.3,2.0,ford,15499
C Class,2014,Automatic,80579,Diesel,,,2.1,mercedes,13600
Focus,2019,Automatic,4267,Petrol,145.0,51.4,1.0,ford,18699
Q3,2019,Manual,3000,Diesel,145.0,42.8,2.0,audi,28495
Q5,2019,Semi-Auto,15,Petrol,145.0,32.1,2.0,audi,35698
Aygo,2017,Manual,25318,Petrol,0.0,68.9,1.0,toyota,7990
Focus,2017,Manual,52946,Petrol,145.0,60.1,1.0,ford,8799
Golf,2019,Manual,4745,Petrol,145.0,50.4,1.5,vw,19989
Auris,2014,Manual,62000,Petrol,150.0,47.9,1.6,toyota,6291
TT,2017,Semi-Auto,15996,Petrol,200.0,40.9,2.0,audi,26950
3 Series,2019,Semi-Auto,11706,Diesel,150.0,55.4,2.0,bmw,21450
Fiesta,2018,Manual,16482,Petrol,145.0,56.5,1.0,ford,11200
Golf,2019,Manual,100,Petrol,145.0,47.1,1.5,vw,19990
Q3,2020,Manual,1200,Petrol,145.0,40.9,1.5,audi,27000
Kuga,2019,Automatic,1071,Petrol,145.0,29.1,1.5,ford,22491
Passat,2016,Manual,44000,Diesel,20.0,67.3,2.0,vw,12495
Mokka X,2018,Manual,32062,Petrol,145.0,47.1,1.4,vauxhall,10890
C Class,2019,Semi-Auto,7610,Diesel,145.0,57.7,2.0,mercedes,29500
Superb,2017,Semi-Auto,19256,Petrol,145.0,43.5,2.0,skoda,18988
S Class,2019,Semi-Auto,1000,Petrol,145.0,34.0,4.0,mercedes,93499
Astra,2019,Manual,2254,Diesel,145.0,58.9,1.6,vauxhall,15948
A3,2017,Manual,12033,Petrol,20.0,60.1,1.0,audi,15495
Fiesta,2015,Manual,23764,Petrol,125.0,54.3,1.2,ford,7498
Caravelle,2019,Semi-Auto,3365,Diesel,145.0,29.4,2.0,vw,52999
C Class,2017,Semi-Auto,24057,Petrol,,,4.0,mercedes,35420
Focus,2017,Automatic,14882,Diesel,145.0,61.4,2.0,ford,19220
Passat,2019,Manual,11729,Diesel,150.0,51.4,2.0,vw,13983
E Class,2017,Semi-Auto,33090,Diesel,145.0,61.4,2.0,mercedes,21752
GLA Class,2018,Manual,12347,Petrol,145.0,40.9,1.6,mercedes,18500
Superb,2019,Automatic,10587,Diesel,150.0,62.8,2.0,skoda,17490
Fabia,2017,Automatic,20000,Other,145.0,60.1,1.2,skoda,10980
Mokka X,2017,Semi-Auto,15589,Petrol,145.0,43.5,1.4,vauxhall,12998
Karoq,2018,Manual,19758,Petrol,145.0,53.3,1.0,skoda,15095
Touareg,2017,Semi-Auto,41515,Diesel,235.0,42.8,3.0,vw,23950
Ka+,2017,Manual,30668,Petrol,150.0,57.7,1.2,ford,7500
GLS Class,2019,Automatic,11231,Diesel,145.0,37.2,3.0,mercedes,46770
Corsa,2019,Manual,22,Petrol,145.0,43.5,1.4,vauxhall,12498
4 Series,2017,Automatic,23163,Diesel,30.0,65.7,2.0,bmw,18990
Caddy Life,2017,Semi-Auto,20123,Diesel,145.0,55.4,2.0,vw,15998
Fiesta,2018,Manual,19733,Petrol,145.0,65.7,1.0,ford,10870
Z4,2020,Semi-Auto,4825,Petrol,150.0,38.7,2.0,bmw,31990
Fiesta,2017,Semi-Auto,12443,Petrol,0.0,57.7,1.0,ford,10350
Focus,2015,Manual,65825,Diesel,,,1.5,ford,6730
2 Series,2019,Automatic,3339,Diesel,145.0,49.6,2.0,bmw,25490
T-Cross,2019,Manual,4812,Petrol,150.0,47.9,1.0,vw,19790
Auris,2018,Automatic,12500,Hybrid,135.0,68.8,1.8,toyota,16995
Fiesta,2018,Manual,3012,Petrol,145.0,55.4,1.1,ford,9490
Focus,2016,Manual,28794,Petrol,235.0,36.7,2.3,ford,22390
Tourneo Custom,2015,Manual,13016,Diesel,235.0,42.2,2.2,ford,18498
Adam,2017,Manual,10531,Petrol,145.0,53.3,1.2,vauxhall,8590
5 Series,2017,Semi-Auto,20564,Petrol,145.0,37.7,3.0,bmw,30950
Focus,2013,Manual,20600,Petrol,,,1.6,ford,6800
C Class,2017,Semi-Auto,28848,Petrol,145.0,52.3,2.0,mercedes,22124
Yaris,2019,Automatic,2000,Petrol,145.0,47.9,1.5,toyota,12732
Fiesta,2016,Manual,79651,Petrol,0.0,65.7,1.0,ford,5995
Fiesta,2019,Manual,7504,Petrol,145.0,61.4,1.0,ford,15500
Corsa,2019,Manual,16306,Petrol,150.0,44.8,1.4,vauxhall,9995
Fiesta,2017,Manual,17109,Petrol,145.0,65.7,1.0,ford,10999
Mokka X,2016,Manual,17794,Petrol,200.0,42.2,1.6,vauxhall,10500
A4,2017,Manual,27578,Petrol,145.0,51.4,1.4,audi,15250
Grand C-MAX,2019,Manual,15097,Diesel,145.0,56.5,1.5,ford,16750
A1,2016,Manual,19038,Petrol,0.0,67.3,1.0,audi,12505
Fiesta,2016,Manual,16640,Petrol,0.0,65.7,1.0,ford,10500
Aygo,2019,Manual,12564,Petrol,145.0,56.5,1.0,toyota,8798
Tucson,2017,Manual,26671,Petrol,145.0,44.8,1.6,hyundai,12991
Corsa,2015,Manual,32869,Petrol,125.0,54.3,1.4,vauxhall,7491
Q7,2018,Automatic,52000,Diesel,145.0,47.9,3.0,audi,33444
Astra,2020,Manual,2310,Petrol,145.0,54.3,1.2,vauxhall,15890
Fiesta,2016,Manual,23822,Petrol,20.0,62.8,1.0,ford,9850
Fabia,2019,Manual,925,Petrol,145.0,60.1,1.0,skoda,11490
Q3,2013,Manual,61278,Diesel,145.0,54.3,2.0,audi,11498
C Class,2020,Semi-Auto,1000,Petrol,145.0,29.7,3.0,mercedes,48879
Tiguan,2018,Semi-Auto,25443,Diesel,145.0,57.6,2.0,vw,22393
C Class,2017,Automatic,29219,Diesel,,,2.1,mercedes,16450
Fiesta,2019,Manual,7128,Petrol,145.0,55.4,1.0,ford,16610
M4,2019,Automatic,123,Petrol,145.0,34.0,3.0,bmw,41490
A4,2019,Automatic,2208,Petrol,145.0,39.2,2.0,audi,24444
Golf,2015,Manual,42810,Diesel,0.0,68.9,1.6,vw,8480
GLC Class,2018,Semi-Auto,10408,Diesel,145.0,56.5,2.1,mercedes,27880
Focus,2018,Manual,9560,Petrol,145.0,41.5,2.0,ford,19999
C Class,2018,Automatic,10346,Petrol,,,2.0,mercedes,22899
Polo,2019,Manual,12784,Petrol,150.0,52.3,1.0,vw,13290
Focus,2017,Manual,8974,Petrol,145.0,57.7,1.0,ford,12612
Z4,2019,Semi-Auto,2389,Petrol,145.0,38.7,2.0,bmw,30990
Fabia,2019,Semi-Auto,15245,Petrol,145.0,60.1,1.0,skoda,12990
I10,2019,Manual,198,Petrol,145.0,49.6,1.0,hyundai,10290
2 Series,2020,Semi-Auto,100,Diesel,150.0,49.6,2.0,bmw,35250
Astra,2017,Semi-Auto,18769,Diesel,30.0,62.8,1.6,vauxhall,10190
CL Class,2019,Semi-Auto,10432,Diesel,145.0,51.4,2.2,mercedes,26499
Yaris,2019,Manual,6861,Petrol,145.0,47.9,1.5,toyota,12250
Yaris,2016,Automatic,23565,Petrol,30.0,58.0,1.3,toyota,10690
Mondeo,2019,Manual,22,Diesel,145.0,65.7,2.0,ford,19500
Golf,2016,Manual,15493,Petrol,30.0,53.3,1.4,vw,13191
Tiguan Allspace,2019,Automatic,7971,Diesel,145.0,39.2,2.0,vw,26995
Tucson,2018,Manual,15474,Diesel,145.0,61.7,1.7,hyundai,13298
C Class,2016,Semi-Auto,25000,Diesel,,,2.1,mercedes,19750
I10,2019,Manual,50,Petrol,145.0,49.6,1.0,hyundai,10890
3 Series,2014,Manual,41384,Petrol,200.0,41.5,2.0,bmw,14000
Ioniq,2017,Automatic,25068,Hybrid,135.0,78.5,1.6,hyundai,15995
B-MAX,2013,Automatic,25000,Petrol,160.0,44.1,1.6,ford,6250
C Class,2019,Semi-Auto,13896,Petrol,145.0,46.3,1.5,mercedes,25499
Rapid,2017,Manual,32657,Diesel,0.0,74.3,1.6,skoda,8485
A8,2012,Automatic,64900,Diesel,300.0,38.2,4.2,audi,13290
Polo,2019,Manual,1842,Petrol,145.0,49.6,1.0,vw,16990
A4,2015,Manual,51493,Diesel,20.0,67.3,2.0,audi,11499
Insignia,2016,Manual,68002,Diesel,0.0,74.3,1.6,vauxhall,6999
Meriva,2010,Automatic,49264,Diesel,235.0,44.1,1.7,vauxhall,5295
GLA Class,2019,Automatic,2182,Petrol,145.0,35.8,1.6,mercedes,25990
Astra,2016,Manual,42169,Diesel,0.0,85.6,1.6,vauxhall,8290
Auris,2014,Automatic,45560,Hybrid,0.0,76.4,1.8,toyota,11995
Polo,2019,Manual,4000,Petrol,145.0,48.7,1.0,vw,13750
Prius,2013,Automatic,35726,Hybrid,0.0,134.5,1.8,toyota,13495
Focus,2015,Manual,10172,Petrol,,,1.0,ford,8998
3 Series,2020,Semi-Auto,892,Petrol,145.0,42.2,2.0,bmw,28980
Focus,2018,Manual,16128,Petrol,,,1.0,ford,12849
Golf,2018,Semi-Auto,16417,Petrol,150.0,39.2,2.0,vw,24795
E Class,2015,Automatic,45847,Diesel,145.0,54.3,3.0,mercedes,16786
C Class,2019,Automatic,16496,Petrol,145.0,46.3,1.5,mercedes,23948
Golf,2016,Manual,59710,Diesel,20.0,67.3,2.0,vw,13998
5 Series,2019,Semi-Auto,6371,Diesel,145.0,60.1,2.0,bmw,30522
GLA Class,2019,Semi-Auto,1481,Diesel,145.0,64.2,2.1,mercedes,24999
Mondeo,2010,Manual,130000,Diesel,145.0,53.3,2.0,ford,2694
Prius,2016,Automatic,48297,Hybrid,0.0,85.6,1.8,toyota,17650
A3,2018,Automatic,3954,Petrol,145.0,56.5,1.5,audi,20999
Fiesta,2018,Manual,16934,Petrol,145.0,40.3,1.5,ford,14891
Corsa,2019,Manual,14524,Petrol,145.0,43.5,1.4,vauxhall,9995
S-MAX,2017,Manual,111770,Diesel,125.0,56.5,2.0,ford,11295
Mokka X,2017,Semi-Auto,14433,Petrol,145.0,43.5,1.4,vauxhall,12999
Yeti Outdoor,2017,Semi-Auto,26914,Petrol,125.0,51.4,1.2,skoda,12295
EcoSport,2018,Manual,20735,Diesel,145.0,64.2,1.5,ford,15695
Focus,2018,Manual,10306,Petrol,,,1.0,ford,14998
Fiesta,2013,Manual,43577,Petrol,30.0,54.3,1.2,ford,5910
Up,2019,Manual,5400,Petrol,145.0,54.3,1.0,vw,8980
Kuga,2018,Semi-Auto,8970,Diesel,145.0,58.9,1.5,ford,18999
Corsa,2017,Manual,37601,Petrol,30.0,55.4,1.4,vauxhall,6491
Corsa,2016,Manual,52808,Petrol,235.0,37.7,1.6,vauxhall,8995
Aygo,2018,Manual,23384,Petrol,145.0,68.9,1.0,toyota,8291
Golf,2015,Semi-Auto,39189,Petrol,20.0,60.1,1.4,vw,13000
Corsa,2017,Manual,29481,Petrol,30.0,55.4,1.4,vauxhall,6391
Prius,2016,Automatic,31182,Hybrid,0.0,85.6,1.8,toyota,17500
I10,2015,Manual,8500,Petrol,30.0,57.6,1.2,hyundai,6495
A5,2019,Manual,5721,Petrol,145.0,37.2,2.0,audi,35131
Kona,2019,Manual,2642,Petrol,145.0,44.1,1.0,hyundai,14245
Fiesta,2018,Semi-Auto,27301,Petrol,145.0,54.3,1.0,ford,11200
Kuga,2017,Manual,30088,Diesel,145.0,64.2,1.5,ford,12000
Golf,2016,Semi-Auto,23686,Diesel,30.0,62.8,2.0,vw,13480
1 Series,2017,Semi-Auto,17820,Petrol,205.0,39.8,3.0,bmw,21995
